account_id,user_id,account_type,balance,kyc_verified,account_age_days
A4795,U3237,current,124352,1,1525
A4796,U3238,savings,224268,1,1938
A4797,U3238,current,131835,1,1938
A4798,U3239,savings,53145,1,1019
A4799,U3240,current,230306,1,657
A4800,U3240,savings,338880,0,657
A4801,U3241,savings,171259,1,125
A4802,U3241,savings,100916,1,125
A4803,U3242,savings,190318,0,1002
A4804,U3243,current,115157,1,1054
A4805,U3244,savings,498526,1,1702
A4806,U3244,savings,484754,0,1702
A4807,U3245,current,26844,0,1914
A4808,U3245,savings,27994,0,1914
A4809,U3246,current,48285,0,265
A4810,U3247,savings,243915,1,754
A4811,U3247,savings,224025,1,754
A4812,U3248,current,397782,0,39
A4813,U3249,savings,59246,0,1312
A4814,U3249,savings,166216,1,1312
A4815,U3250,current,259768,1,1008
A4816,U3251,current,121554,0,1937
A4817,U3251,savings,90344,0,1937
A4818,U3252,savings,50793,1,152
A4819,U3253,current,11632,1,185
A4820,U3254,current,32157,0,1749
A4821,U3255,current,55613,1,1879
A4822,U3255,current,37918,0,1879
A4823,U3256,current,5404,0,374
A4824,U3257,current,15426,0,1312
A4825,U3257,savings,28100,0,1312
A4826,U3258,current,37593,1,112
A4827,U3259,savings,25614,1,1252
A4828,U3260,current,565566,1,1847
A4829,U3260,current,384479,1,1847
A4830,U3261,current,61444,1,1100
A4831,U3261,savings,54408,0,1100
A4832,U3262,current,257168,1,1576
A4833,U3263,savings,276418,1,669
A4834,U3263,current,311226,1,669
A4835,U3264,current,56423,1,448
A4836,U3265,current,38799,1,263
A4837,U3265,savings,22743,1,263
A4838,U3266,current,244165,1,1893
A4839,U3267,savings,5774,1,1836
A4840,U3267,current,19519,0,1836
A4841,U3268,savings,166432,1,1095
A4842,U3269,current,67434,0,411
A4843,U3270,current,244423,1,549
A4844,U3270,current,462720,0,549
A4845,U3271,current,478661,1,543
A4846,U3271,savings,348092,0,543
A4847,U3272,current,121370,0,1349
A4848,U3272,savings,620269,0,1349
A4849,U3273,current,13214,0,1271
A4850,U3273,savings,58812,0,1271
A4851,U3274,savings,96033,1,207
A4852,U3274,savings,91464,0,207
A4853,U3275,current,4781,1,1526
A4854,U3275,current,18675,1,1526
A4855,U3276,current,56885,0,1259
A4856,U3276,savings,27822,0,1259
A4857,U3277,savings,80108,0,751
A4858,U3277,current,88353,1,751
A4859,U3278,savings,263451,0,1862
A4860,U3278,current,86605,0,1862
A4861,U3279,current,25623,0,805
A4862,U3280,savings,15418,0,1449
A4863,U3281,savings,128527,0,843
A4864,U3282,savings,146274,0,1597
A4865,U3283,current,368199,1,446
A4866,U3283,savings,485198,1,446
A4867,U3284,savings,22245,1,533
A4868,U3285,current,139512,1,874
A4869,U3285,current,419628,0,874
A4870,U3286,savings,169945,0,1927
A4871,U3287,savings,52745,1,1716
A4872,U3288,current,187949,1,481
A4873,U3288,current,366903,1,481
A4874,U3289,savings,109649,1,1378
A4875,U3289,current,90786,0,1378
A4876,U3290,current,842874,1,1692
A4877,U3290,savings,615087,0,1692
A4878,U3291,savings,519903,0,481
A4879,U3291,savings,486258,0,481
A4880,U3292,current,117260,0,648
A4881,U3292,current,280786,0,648
A4882,U3293,current,18616,0,866
A4883,U3294,savings,29995,0,1961
A4884,U3294,savings,43143,1,1961
A4885,U3295,current,520606,0,1287
A4886,U3295,savings,497435,1,1287
A4887,U3296,current,372096,0,271
A4888,U3296,current,79804,0,271
A4889,U3297,savings,230724,0,1244
A4890,U3297,savings,317723,1,1244
A4891,U3298,current,163043,1,284
A4892,U3299,savings,220528,0,1761
A4893,U3300,current,58929,1,466
A4894,U3301,current,480324,1,1805
A4895,U3301,current,461300,0,1805
A4896,U3302,savings,109452,1,1306
A4897,U3303,savings,411178,0,1532
A4898,U3303,current,432954,0,1532
A4899,U3304,current,86746,1,438
A4900,U3305,savings,256516,1,1951
A4901,U3305,savings,162299,0,1951
A4902,U3306,current,601010,1,753
A4903,U3307,savings,516069,0,270
A4904,U3308,savings,9111,0,1110
A4905,U3308,current,10961,0,1110
A4906,U3309,savings,282984,1,1870
A4907,U3309,current,150172,0,1870
A4908,U3310,current,449658,1,794
A4909,U3311,current,431319,0,355
A4910,U3312,current,257535,1,629
A4911,U3313,current,65502,1,1655
A4912,U3314,current,147440,0,1319
A4913,U3314,savings,31730,1,1319
A4914,U3315,current,137665,0,1132
A4915,U3315,current,163261,0,1132
A4916,U3316,current,5416,0,1330
A4917,U3316,savings,17625,0,1330
A4918,U3317,current,501163,1,1307
A4919,U3318,current,179926,1,1727
A4920,U3319,current,159909,1,1154
A4921,U3320,current,9794,1,33
A4922,U3320,current,21124,1,33
A4923,U3321,current,216043,0,46
A4924,U3322,current,65764,1,861
A4925,U3323,current,138383,1,1435
A4926,U3323,current,141107,0,1435
A4927,U3324,savings,9919,0,92
A4928,U3324,current,40964,0,92
A4929,U3325,savings,15693,0,348
A4930,U3326,current,335507,1,1114
A4931,U3326,savings,694117,0,1114
A4932,U3327,savings,388700,1,1907
A4933,U3328,savings,302052,1,858
A4934,U3328,current,483438,1,858
A4935,U3329,current,195003,0,1910
A4936,U3329,savings,188831,0,1910
A4937,U3330,current,298892,0,823
A4938,U3330,current,305094,1,823
A4939,U3331,savings,174455,0,1593
A4940,U3331,savings,170922,1,1593
A4941,U3332,savings,158642,0,1538
A4942,U3332,savings,73630,0,1538
A4943,U3333,current,9758,0,603
A4944,U3333,savings,30377,1,603
A4945,U3334,savings,28448,1,1366
A4946,U3335,savings,141901,0,1191
A4947,U3335,savings,310703,0,1191
A4948,U3336,current,34733,1,722
A4949,U3337,current,204358,1,1422
A4950,U3337,savings,797399,1,1422
A4951,U3338,savings,9926,1,949
A4952,U3339,savings,58131,0,945
A4953,U3340,savings,27614,0,500
A4954,U3340,savings,18181,0,500
A4955,U3341,current,541702,1,314
A4956,U3342,savings,134256,1,78
A4957,U3343,current,33353,1,1867
A4958,U3343,current,60897,0,1867
A4959,U3344,current,307107,1,1337
A4960,U3345,current,66188,1,181
A4961,U3345,current,328978,1,181
A4962,U3346,savings,374632,1,1947
A4963,U3347,savings,43318,1,133
A4964,U3348,savings,221933,0,1708
A4965,U3348,savings,166366,1,1708
A4966,U3349,savings,469053,0,1680
A4967,U3349,savings,774265,0,1680
A4968,U3350,current,138958,0,550
A4969,U3351,current,247757,1,1265
A4970,U3352,current,261615,1,990
A4971,U3353,savings,45118,1,1075
A4972,U3354,savings,242894,1,1587
A4973,U3354,savings,167416,1,1587
A4974,U3355,current,193476,1,234
A4975,U3356,current,833675,1,565
A4976,U3356,savings,174189,0,565
A4977,U3357,current,185769,0,1593
A4978,U3357,savings,43821,0,1593
A4979,U3358,current,528791,1,1452
A4980,U3358,current,448236,0,1452
A4981,U3359,savings,75170,1,588
A4982,U3359,current,85089,0,588
A4983,U3360,savings,340830,0,298
A4984,U3360,savings,277523,0,298
A4985,U3361,savings,525553,0,109
A4986,U3362,savings,43404,0,206
A4987,U3362,savings,20469,1,206
A4988,U3363,savings,41130,1,1149
A4989,U3364,current,54761,0,469
A4990,U3364,current,117291,0,469
A4991,U3365,current,134209,1,1633
A4992,U3366,savings,88703,0,1241
A4993,U3367,savings,166219,1,1495
A4994,U3368,savings,94527,1,569
A4995,U3369,current,357855,1,1905
A4996,U3369,current,334580,1,1905
A4997,U3370,current,541654,0,1815
A4998,U3370,savings,404604,0,1815
A4999,U3371,current,24021,0,1240
A5000,U3372,current,350409,1,1051
A5001,U3373,savings,180718,1,171
A5002,U3373,savings,276326,0,171
A5003,U3374,current,49646,0,1813
A5004,U3374,current,41603,1,1813
A5005,U3375,current,65550,1,591
A5006,U3375,current,85553,1,591
A5007,U3376,current,130956,0,1557
A5008,U3376,current,212809,0,1557
A5009,U3377,current,697361,0,619
A5010,U3378,savings,108756,0,880
A5011,U3378,current,539643,0,880
A5012,U3379,savings,141524,0,85
A5013,U3380,savings,11701,0,217
A5014,U3381,savings,373201,1,604
A5015,U3382,savings,193191,0,492
A5016,U3383,current,371368,0,1826
A5017,U3384,current,26215,0,1622
A5018,U3385,current,27978,1,1038
A5019,U3385,savings,21582,1,1038
A5020,U3386,savings,111706,1,238
A5021,U3387,current,123616,0,1471
A5022,U3387,savings,106175,0,1471
A5023,U3388,savings,28764,1,1832
A5024,U3389,savings,170177,1,1252
A5025,U3389,savings,136718,1,1252
A5026,U3390,current,73131,0,1139
A5027,U3391,current,432658,0,502
A5028,U3391,savings,72601,1,502
A5029,U3392,current,42265,0,1120
A5030,U3392,savings,66038,1,1120
A5031,U3393,current,8029,0,196
A5032,U3393,current,49080,0,196
A5033,U3394,current,17007,0,1867
A5034,U3394,current,13675,1,1867
A5035,U3395,current,125227,0,281
A5036,U3396,savings,527714,1,1814
A5037,U3397,savings,434024,1,858
A5038,U3397,current,201008,0,858
A5039,U3398,current,65794,0,918
A5040,U3398,savings,32867,0,918
A5041,U3399,savings,73046,0,1592
A5042,U3400,savings,161680,1,332
A5043,U3401,savings,39141,0,884
A5044,U3402,current,278902,0,1855
A5045,U3403,savings,190025,1,1268
A5046,U3404,savings,113271,0,1719
A5047,U3404,savings,287698,1,1719
A5048,U3405,savings,15227,0,246
A5049,U3406,savings,30705,1,1720
A5050,U3407,savings,714887,1,457
A5051,U3407,current,638649,1,457
A5052,U3408,current,89619,1,405
A5053,U3408,current,276786,1,405
A5054,U3409,current,25318,1,542
A5055,U3409,current,154637,0,542
A5056,U3410,savings,50793,1,1450
A5057,U3410,current,122150,0,1450
A5058,U3411,savings,25852,1,865
A5059,U3411,savings,35686,0,865
A5060,U3412,current,489380,1,1058
A5061,U3412,current,388540,0,1058
A5062,U3413,savings,13784,0,660
A5063,U3414,current,83339,0,1082
A5064,U3415,current,36695,1,1927
A5065,U3415,savings,57945,0,1927
A5066,U3416,current,743211,0,1879
A5067,U3416,savings,264508,0,1879
A5068,U3417,current,212979,0,1549
A5069,U3418,current,92535,0,863
A5070,U3418,savings,80816,1,863
A5071,U3419,savings,62313,0,539
A5072,U3419,savings,76381,1,539
A5073,U3420,current,25866,1,356
A5074,U3420,savings,14048,0,356
A5075,U3421,current,16354,0,1036
A5076,U3422,current,40646,0,1053
A5077,U3422,current,49165,0,1053
A5078,U3423,savings,369460,0,906
A5079,U3423,savings,770482,0,906
A5080,U3424,current,333791,1,549
A5081,U3424,savings,370035,1,549
A5082,U3425,current,51446,1,495
A5083,U3426,savings,6193,0,524
A5084,U3426,current,25789,1,524
A5085,U3427,current,94687,0,364
A5086,U3427,savings,48299,0,364
A5087,U3428,current,78286,0,678
A5088,U3429,savings,83846,1,1733
A5089,U3430,current,6924,1,1545
A5090,U3430,savings,42490,0,1545
A5091,U3431,current,281602,1,1146
A5092,U3431,current,427482,1,1146
A5093,U3432,savings,35133,0,798
A5094,U3433,current,434242,1,756
A5095,U3434,savings,491112,0,1174
A5096,U3435,savings,26708,1,316
A5097,U3436,current,63012,0,1988
A5098,U3436,savings,440304,0,1988
A5099,U3437,current,319819,0,60
A5100,U3438,current,69548,1,1832
A5101,U3439,current,16079,0,753
A5102,U3439,current,63951,1,753
A5103,U3440,current,151892,0,693
A5104,U3440,savings,148643,0,693
A5105,U3441,savings,119907,0,1878
A5106,U3441,current,42719,0,1878
A5107,U3442,current,114149,1,1731
A5108,U3442,savings,394966,0,1731
A5109,U3443,current,127759,0,1234
A5110,U3444,savings,895491,0,198
A5111,U3445,current,35753,1,533
A5112,U3446,savings,577810,1,1314
A5113,U3447,savings,45734,0,1112
A5114,U3447,savings,26108,1,1112
A5115,U3448,current,297952,1,258
A5116,U3449,savings,345311,0,1876
A5117,U3449,savings,313529,1,1876
A5118,U3450,current,42801,1,1511
A5119,U3451,savings,434033,0,1603
A5120,U3451,savings,791433,1,1603
A5121,U3452,current,58863,1,1165
A5122,U3452,current,29983,1,1165
A5123,U3453,savings,489898,0,1785
A5124,U3453,current,367680,1,1785
A5125,U3454,current,345971,1,1213
A5126,U3455,savings,427745,0,1282
A5127,U3456,current,13923,0,605
A5128,U3457,savings,179674,1,653
A5129,U3457,current,115593,0,653
A5130,U3458,current,86018,0,958
A5131,U3459,savings,35195,0,376
A5132,U3460,current,602471,1,1025
A5133,U3460,savings,148250,0,1025
A5134,U3461,savings,379791,1,391
A5135,U3461,savings,522137,0,391
A5136,U3462,savings,135505,1,1748
A5137,U3463,savings,96642,1,1731
A5138,U3464,current,103117,1,1635
A5139,U3465,savings,30636,1,1766
A5140,U3466,savings,377025,1,649
A5141,U3467,current,36522,0,433
A5142,U3467,current,9484,0,433
A5143,U3468,savings,337852,1,631
A5144,U3469,savings,45114,0,399
A5145,U3470,current,72061,1,696
A5146,U3470,savings,19936,0,696
A5147,U3471,current,103407,0,801
A5148,U3471,savings,513536,0,801
A5149,U3472,current,87828,0,394
A5150,U3472,current,531303,1,394
A5151,U3473,current,51594,1,317
A5152,U3474,current,416343,0,121
A5153,U3474,current,356851,1,121
A5154,U3475,current,323165,0,1899
A5155,U3475,savings,83739,0,1899
A5156,U3476,current,825393,0,1639
A5157,U3477,savings,42585,0,515
A5158,U3477,current,66808,0,515
A5159,U3478,savings,287203,0,1588
A5160,U3478,current,279545,1,1588
A5161,U3479,savings,70606,0,329
A5162,U3479,current,195017,1,329
A5163,U3480,savings,50468,1,1193
A5164,U3480,current,75090,1,1193
A5165,U3481,current,36462,1,187
A5166,U3481,current,276290,0,187
A5167,U3482,savings,10035,1,360
A5168,U3483,current,68098,0,1191
A5169,U3483,savings,204092,0,1191
A5170,U3484,savings,165180,0,62
A5171,U3485,savings,339494,0,323
A5172,U3486,savings,11753,0,426
A5173,U3486,current,46507,1,426
A5174,U3487,savings,169877,0,265
A5175,U3487,current,206512,1,265
A5176,U3488,current,296681,1,284
A5177,U3489,savings,162747,1,287
A5178,U3490,current,394001,1,882
A5179,U3490,current,217988,1,882
A5180,U3491,savings,32860,0,1475
A5181,U3491,savings,23159,1,1475
A5182,U3492,current,268125,0,1754
A5183,U3493,current,45061,0,1704
A5184,U3494,current,7638,0,434
A5185,U3494,current,30876,1,434
A5186,U3495,current,263507,0,1374
A5187,U3495,savings,201356,0,1374
A5188,U3496,current,180262,1,1656
A5189,U3497,current,95083,1,626
A5190,U3498,current,13717,0,485
A5191,U3498,current,12852,0,485
A5192,U3499,current,95308,0,859
A5193,U3500,savings,51507,0,1122
A5194,U3501,savings,11294,0,805
A5195,U3502,current,157447,0,793
A5196,U3502,current,695175,0,793
A5197,U3503,savings,47436,1,1096
A5198,U3503,savings,8031,1,1096
A5199,U3504,savings,244210,1,1951
A5200,U3504,current,507953,1,1951
A5201,U3505,savings,30398,1,169
A5202,U3506,savings,534556,1,228
A5203,U3507,savings,28965,1,527
A5204,U3508,current,21258,1,1642
A5205,U3509,savings,682386,1,1630
A5206,U3509,current,444826,1,1630
A5207,U3510,current,175270,0,1854
A5208,U3511,current,482005,0,1886
A5209,U3511,savings,477145,0,1886
A5210,U3512,savings,413476,0,55
A5211,U3512,current,457640,0,55
A5212,U3513,current,337787,0,943
A5213,U3514,current,10869,0,548
A5214,U3515,savings,44907,1,1184
A5215,U3515,savings,33452,0,1184
A5216,U3516,savings,79881,1,1677
A5217,U3517,savings,277619,1,1695
A5218,U3518,savings,110113,0,1186
A5219,U3518,current,173543,1,1186
A5220,U3519,savings,440321,1,912
A5221,U3520,current,26620,1,180
A5222,U3521,current,204066,0,433
A5223,U3522,current,48540,0,355
A5224,U3522,current,51135,1,355
A5225,U3523,savings,15903,0,496
A5226,U3523,current,11532,0,496
A5227,U3524,current,69388,0,285
A5228,U3524,savings,92590,0,285
A5229,U3525,savings,14849,1,457
A5230,U3525,current,26840,0,457
A5231,U3526,current,407357,0,1761
A5232,U3526,current,433366,1,1761
A5233,U3527,current,69959,1,608
A5234,U3527,current,399657,1,608
A5235,U3528,savings,328344,1,1487
A5236,U3529,current,81155,0,1680
A5237,U3530,current,60620,0,440
A5238,U3531,savings,458697,1,1392
A5239,U3532,savings,374247,0,1459
A5240,U3532,savings,295940,1,1459
A5241,U3533,current,377161,1,405
A5242,U3534,savings,234083,1,1761
A5243,U3534,savings,274855,0,1761
A5244,U3535,current,43440,0,349
A5245,U3535,savings,83505,1,349
A5246,U3536,current,9209,0,1369
A5247,U3536,current,17571,1,1369
A5248,U3537,current,92703,0,122
A5249,U3537,savings,178080,0,122
A5250,U3538,savings,43354,0,467
A5251,U3538,savings,42999,1,467
A5252,U3539,savings,94974,0,1456
A5253,U3540,savings,12401,1,365
A5254,U3540,savings,16578,0,365
A5255,U3541,current,26282,0,225
A5256,U3542,savings,33877,0,1101
A5257,U3543,current,985146,0,876
A5258,U3543,savings,509933,0,876
A5259,U3544,current,56947,1,987
A5260,U3545,current,47898,1,1544
A5261,U3545,current,71015,0,1544
A5262,U3546,current,140668,0,1628
A5263,U3547,savings,197944,1,1998
A5264,U3548,current,80683,1,338
A5265,U3548,savings,14945,0,338
A5266,U3549,savings,233357,0,1410
A5267,U3550,current,192338,1,1932
A5268,U3551,current,27576,0,1222
A5269,U3552,current,41792,0,1541
A5270,U3553,savings,65345,0,1972
A5271,U3554,current,31131,1,30
A5272,U3554,current,28089,0,30
A5273,U3555,current,167490,1,127
A5274,U3555,current,123062,0,127
A5275,U3556,savings,17322,1,1911
A5276,U3556,savings,4992,1,1911
A5277,U3557,savings,77728,0,788
A5278,U3557,savings,74376,1,788
A5279,U3558,current,51189,1,1225
A5280,U3558,current,14095,1,1225
A5281,U3559,savings,480930,0,444
A5282,U3560,current,69541,1,1141
A5283,U3560,savings,26960,0,1141
A5284,U3561,current,403577,1,1736
A5285,U3561,savings,119865,1,1736
A5286,U3562,current,43689,1,210
A5287,U3563,current,22470,1,1267
A5288,U3564,savings,69581,1,977
A5289,U3564,savings,71304,0,977
A5290,U3565,current,122964,0,1100
A5291,U3566,savings,489108,1,178
A5292,U3567,savings,291165,1,387
A5293,U3568,current,28227,1,448
A5294,U3569,current,225655,0,604
A5295,U3569,current,553917,1,604
A5296,U3570,savings,84998,0,1837
A5297,U3570,current,16622,0,1837
A5298,U3571,current,31484,0,1032
A5299,U3571,savings,24128,0,1032
A5300,U3572,savings,289359,0,333
A5301,U3572,savings,436229,1,333
A5302,U3573,savings,407503,0,625
A5303,U3574,savings,83512,1,1454
A5304,U3575,savings,23645,1,1810
A5305,U3576,savings,11026,0,482
A5306,U3577,current,30367,1,895
A5307,U3578,savings,93483,0,1827
A5308,U3579,current,49301,1,982
A5309,U3580,savings,29535,0,1187
A5310,U3581,current,155869,1,1493
A5311,U3582,current,110878,1,60
A5312,U3582,savings,20242,1,60
A5313,U3583,savings,44982,1,1583
A5314,U3584,current,61080,1,1344
A5315,U3584,current,15241,0,1344
A5316,U3585,savings,116017,1,1409
A5317,U3586,savings,12474,1,888
A5318,U3587,savings,260201,1,1949
A5319,U3588,savings,304402,1,1681
A5320,U3588,savings,233947,0,1681
A5321,U3589,current,464545,0,475
A5322,U3589,current,525047,0,475
A5323,U3590,current,8605,1,1592
A5324,U3591,current,457202,0,934
A5325,U3591,savings,197878,0,934
A5326,U3592,current,286679,1,165
A5327,U3593,savings,154419,1,1596
A5328,U3593,current,188837,1,1596
A5329,U3594,savings,83651,0,308
A5330,U3594,savings,212177,1,308
A5331,U3595,savings,259799,0,1209
A5332,U3595,savings,294766,0,1209
A5333,U3596,current,171523,0,1110
A5334,U3596,savings,417846,1,1110
A5335,U3597,savings,56367,1,742
A5336,U3597,savings,69039,0,742
A5337,U3598,current,24486,0,1839
A5338,U3598,savings,137529,0,1839
A5339,U3599,current,57719,1,543
A5340,U3599,savings,31784,0,543
A5341,U3600,current,50193,0,1723
A5342,U3601,current,17877,1,612
A5343,U3601,current,43748,0,612
A5344,U3602,current,62173,0,569
